,Name,RA,Dec,MajAx,MinAx,PosAng,M,NGC,IC,Common names
6129,NGC0505,01:22:57.10,+09:28:08.0,1.07,0.68,55.0,,,,
6130,NGC0506,01:23:35.35,+33:14:40.8,,,,,,,
6131,NGC0507,01:23:39.91,+33:15:21.8,2.45,1.66,71.0,,,,
6132,NGC0508,01:23:40.60,+33:16:49.0,1.08,0.96,25.0,,,,
6133,NGC0509,01:23:24.09,+09:26:00.8,1.59,0.68,81.0,,,,
6134,NGC0510,01:23:55.56,+33:29:48.8,,,,,,,
6135,NGC0511,01:23:30.73,+11:17:27.6,1.18,0.98,70.0,,,,
6136,NGC0512,01:23:59.80,+33:54:28.0,1.46,0.34,115.0,,,,
6137,NGC0513,01:24:26.85,+33:47:58.0,0.62,0.31,81.0,,,,
6138,NGC0514,01:24:03.90,+12:55:02.6,3.5,2.5,106.0,,,,
6139,NGC0515,01:24:38.60,+33:28:22.0,0.92,0.64,89.0,,,,
6140,NGC0516,01:24:08.07,+09:33:06.1,1.62,0.46,45.0,,,,
6141,NGC0517,01:24:43.80,+33:25:46.0,1.46,0.6,20.0,,,,
6142,NGC0518,01:24:17.64,+09:19:51.4,1.56,0.55,97.0,,,,
6143,NGC0519,01:24:28.64,-01:38:28.5,0.53,0.29,135.0,,,,
6144,NGC0520,01:24:35.07,+03:47:32.7,4.2,,,,,,
6145,NGC0520 NED01,01:24:34.48,+03:47:41.8,4.09,1.61,130.0,,,,
6146,NGC0520 NED02,01:24:34.79,+03:47:23.2,1.56,0.59,120.0,,,,
6147,NGC0521,01:24:33.78,+01:43:53.0,2.77,2.59,145.0,,,,
6148,NGC0522,01:24:45.85,+09:59:40.7,2.38,0.31,33.0,,,,
6149,NGC0523,01:25:20.73,+34:01:29.8,2.52,0.71,104.0,,0537,,
6150,NGC0524,01:24:47.72,+09:32:19.8,3.37,3.35,55.0,,,,
6151,NGC0525,01:24:52.91,+09:42:12.0,1.5,0.63,7.0,,,,
6152,NGC0526,01:23:58.50,-35:07:21.0,2.0,,,,,,
6153,NGC0526A,01:23:54.39,-35:03:55.9,1.7,0.79,110.0,,,,
6154,NGC0526B,01:23:57.08,-35:04:09.4,0.79,0.45,158.0,,,,
6155,NGC0527,01:23:58.12,-35:06:54.2,1.79,0.43,15.0,,0527A,,
6156,NGC0527B,01:23:59.34,-35:07:38.5,0.87,0.27,29.0,,,,
6157,NGC0528,01:25:33.60,+33:40:18.0,1.77,1.04,57.0,,,,
6158,NGC0529,01:25:40.40,+34:42:48.0,2.22,1.96,162.0,,,,
6159,NGC0530,01:24:41.65,-01:35:13.5,1.78,0.36,133.0,,,0106,
6160,NGC0531,01:26:18.90,+34:45:14.0,1.77,0.47,33.0,,,,
6161,NGC0532,01:25:17.34,+09:15:50.8,2.18,0.94,30.0,,,,
6162,NGC0533,01:25:31.36,+01:45:32.8,3.44,2.41,50.0,,,,
6163,NGC0534,01:24:44.63,-38:07:44.7,1.19,1.07,110.0,,,,
6164,NGC0535,01:25:31.15,-01:24:29.3,0.97,0.34,57.0,,,,
6165,NGC0536,01:26:21.78,+34:42:10.9,2.92,1.49,67.0,,,,
6166,NGC0537,01:25:20.73,+34:01:29.8,,,,,0523,,
6167,NGC0538,01:25:26.05,-01:33:02.3,1.38,0.54,36.0,,,,
6168,NGC0539,01:25:21.73,-18:09:49.9,1.32,1.1,175.0,,0563,,
6169,NGC0540,01:27:08.90,-20:02:11.9,0.82,0.39,5.0,,,,
6170,NGC0541,01:25:44.31,-01:22:46.5,2.16,1.5,69.0,,,,
6171,NGC0542,01:26:30.90,+34:40:31.0,1.02,0.23,143.0,,,,
6172,NGC0543,01:25:49.99,-01:17:34.1,0.81,0.37,90.0,,,,
6173,NGC0544,01:25:12.03,-38:05:40.3,1.47,1.03,173.0,,,,
6174,NGC0545,01:25:59.12,-01:20:24.8,3.01,1.95,55.0,,,,
6175,NGC0546,01:25:12.81,-38:04:08.7,1.35,0.6,38.0,,,,
6176,NGC0547,01:26:00.63,-01:20:42.6,3.07,1.93,103.0,,,,
6177,NGC0548,01:26:02.51,-01:13:32.2,0.9,0.74,153.0,,,,
6178,NGC0549,01:25:07.08,-38:00:27.9,0.59,0.55,100.0,,,,
6179,NGC0550,01:26:42.55,+02:01:20.5,1.82,0.69,120.0,,,,
6180,NGC0551,01:27:40.66,+37:10:58.5,1.49,0.59,137.0,,,,
6181,NGC0552,01:26:10.15,+33:24:21.1,,,,,,,
6182,NGC0553,01:26:12.60,+33:24:18.0,0.91,0.3,13.0,,,,
6183,NGC0554,01:27:09.60,-22:43:30.0,1.42,,,,,,
6184,NGC0554A,01:27:09.70,-22:43:28.8,1.42,1.04,170.0,,0554,,
6185,NGC0554B,01:27:09.56,-22:43:32.6,0.2,0.2,0.0,,,,
6186,NGC0555,01:27:11.81,-22:45:43.8,0.74,0.69,15.0,,,,
6187,NGC0556,01:27:12.61,-22:41:51.9,0.45,0.4,144.0,,,,
6188,NGC0557,01:26:25.15,-01:38:19.4,1.45,0.47,136.0,,,1703,
6189,NGC0558,01:27:16.17,-01:58:15.2,0.62,0.26,112.0,,,,
6190,NGC0559,01:29:33.17,+63:18:05.2,9.0,,,,,,
6191,NGC0560,01:27:25.42,-01:54:46.7,2.09,0.44,178.0,,,0117,
6192,NGC0561,01:28:18.76,+34:18:31.1,1.4,1.28,145.0,,,,
6193,NGC0562,01:28:29.26,+48:23:13.5,0.91,0.86,40.0,,,,
6194,NGC0563,01:25:21.73,-18:09:49.9,,,,,0539,,
6195,NGC0564,01:27:48.21,-01:52:46.3,1.72,1.2,141.0,,,,
6196,NGC0565,01:28:10.18,-01:18:21.7,1.46,0.41,35.0,,,,
6197,NGC0566,01:29:02.96,+32:19:56.1,1.21,0.32,179.0,,,,
6198,NGC0567,01:27:02.40,-10:15:54.9,1.21,0.45,127.0,,,,
6199,NGC0568,01:27:57.01,-35:43:03.7,2.04,1.24,137.0,,,1709,
6200,NGC0569,01:29:07.16,+11:07:53.3,0.99,0.48,163.0,,,,
6201,NGC0570,01:28:58.64,-00:56:56.4,1.62,1.09,166.0,,,,
6202,NGC0571,01:29:55.98,+32:30:04.8,0.71,0.66,150.0,,,,
6203,NGC0572,01:28:36.42,-39:18:26.3,0.89,0.84,170.0,,,,
6204,NGC0573,01:30:49.35,+41:15:26.3,0.39,0.33,120.0,,,,
6205,NGC0574,01:29:03.08,-35:35:56.1,1.15,0.83,24.0,,,,
6206,NGC0575,01:30:46.64,+21:26:25.5,1.45,1.35,5.0,,,1710,
6207,NGC0576,01:28:57.67,-51:35:55.2,0.99,0.81,110.0,,,,
6208,NGC0577,01:30:40.71,-01:59:39.7,1.45,1.28,130.0,,0580,,
6209,NGC0578,01:30:29.09,-22:40:02.5,4.82,2.92,114.0,,,,
6210,NGC0579,01:31:46.49,+33:36:56.0,1.08,0.85,160.0,,,,
6211,NGC0580,01:30:40.71,-01:59:39.7,,,,,0577,,
6212,NGC0581,01:33:21.81,+60:39:28.8,4.5,,,103.0,,,
6213,NGC0582,01:31:58.05,+33:28:35.5,2.07,0.49,58.0,,,,
6214,NGC0583,01:29:44.15,-18:20:21.9,0.72,0.66,30.0,,,,
6215,NGC0584,01:31:20.75,-06:52:05.0,3.78,2.51,104.0,,,1712,
6216,NGC0585,01:31:42.14,-00:55:59.9,2.4,0.48,86.0,,,,
6217,NGC0586,01:31:36.85,-06:53:37.5,1.61,0.78,179.0,,,,
6218,NGC0587,01:32:33.33,+35:21:30.9,2.23,0.66,68.0,,,,
6219,NGC0588,01:32:45.94,+30:38:51.1,0.6,0.43,,,,,
6220,NGC0589,01:32:39.94,-12:02:33.7,0.76,0.65,87.0,,,,
6221,NGC0590,01:33:40.92,+44:55:43.3,2.13,0.77,147.0,,,,
6222,NGC0591,01:33:31.27,+35:40:05.7,1.43,1.14,0.0,,,,
6223,NGC0592,01:33:11.69,+30:38:41.8,,,,,,,
6224,NGC0593,01:32:20.76,-12:21:16.0,0.88,0.27,12.0,,,,
6225,NGC0594,01:32:56.91,-16:32:09.6,1.24,0.65,28.0,,,,
6226,NGC0595,01:33:33.83,+30:41:29.6,1.73,0.9,,,,,
6227,NGC0596,01:32:52.08,-07:01:54.6,2.14,1.58,36.0,,,,
6228,NGC0597,01:32:14.85,-33:29:49.5,1.31,1.21,45.0,,,,
6229,NGC0598,01:33:50.89,+30:39:36.8,62.09,36.73,23.0,33.0,,,"Triangulum Galaxy,Triangulum Pinwheel"
6230,NGC0599,01:32:53.78,-12:11:28.5,1.53,1.16,128.0,,,,
6231,NGC0600,01:33:05.30,-07:18:41.1,2.63,2.56,25.0,,,,
6232,NGC0601,01:33:06.58,-12:12:31.5,0.4,0.38,25.0,,,,
6233,NGC0602,01:29:26.36,-73:33:37.8,3.2,2.9,90.0,,,,
6234,NGC0603,01:34:43.90,+30:13:55.1,,,,,,,
6235,NGC0604,01:34:33.19,+30:47:05.6,1.93,1.2,,,,,
6236,NGC0605,01:35:02.35,+41:14:53.3,1.32,0.56,148.0,,,,
6237,NGC0606,01:34:50.16,+21:25:06.4,1.01,0.77,137.0,,,,
6238,NGC0607,01:34:16.37,-07:24:46.1,,,,,,,
6239,NGC0608,01:35:28.24,+33:39:24.2,0.83,0.55,33.0,,,,
6240,NGC0609,01:36:23.74,+64:32:11.7,4.8,,,,,,
6241,NGC0610,01:34:18.00,-20:08:39.2,,,,,,,
6242,NGC0611,01:34:18.01,-20:07:39.2,,,,,,,
6243,NGC0612,01:33:57.74,-36:29:35.7,1.49,1.34,160.0,,,,
6244,NGC0613,01:34:18.17,-29:25:06.1,5.48,4.51,125.0,,,,
6245,NGC0614,01:35:52.26,+33:40:54.8,1.52,1.44,120.0,,"0618,0627",,
6246,NGC0615,01:35:05.68,-07:20:25.1,3.18,1.16,164.0,,,,
6247,NGC0616,01:36:04.20,+33:46:12.8,,,,,,,
6248,NGC0617,01:34:02.54,-09:46:26.9,0.59,0.52,4.0,,,,
6249,NGC0618,01:35:52.26,+33:40:54.8,,,,,0614,,
6250,NGC0619,01:34:51.79,-36:29:21.8,1.66,1.03,107.0,,,,
6251,NGC0620,01:36:59.68,+42:19:24.0,0.82,0.77,30.0,,,,
6252,NGC0621,01:36:49.06,+35:30:43.9,1.12,1.06,105.0,,,,
6253,NGC0622,01:36:00.16,+00:39:48.7,1.3,0.83,55.0,,,,
6254,NGC0623,01:35:06.39,-36:29:24.8,1.94,1.46,87.0,,,,
6255,NGC0624,01:35:51.09,-10:00:10.7,1.3,0.67,91.0,,,,
6256,NGC0625,01:35:04.63,-41:26:10.3,6.55,2.05,92.0,,,,
6257,NGC0626,01:35:12.08,-39:08:45.8,1.44,1.3,30.0,,,,
6258,NGC0627,01:35:52.26,+33:40:54.8,,,,,0614,,
6259,NGC0628,01:36:41.75,+15:47:01.2,9.89,9.33,87.0,74.0,,,
6260,NGC0629,01:38:58.54,+72:52:01.5,,,,,,,
6261,NGC0630,01:35:36.48,-39:21:28.2,1.9,1.4,54.0,,,,
6262,NGC0631,01:36:47.06,+05:50:07.3,0.93,0.83,135.0,,,,
6263,NGC0632,01:37:17.53,+05:52:39.5,0.99,0.86,168.0,,,,
6264,NGC0633,01:36:23.40,-37:19:17.6,1.1,0.95,178.0,,,,
6265,NGC0634,01:38:18.66,+35:21:53.4,1.77,0.61,167.0,,,,
6266,NGC0635,01:38:17.86,-22:55:44.1,0.6,0.53,129.0,,,,
6267,NGC0636,01:39:06.53,-07:30:45.4,2.7,2.3,6.0,,,,
6268,NGC0637,01:43:03.11,+64:02:11.6,4.5,,,,,,
6269,NGC0638,01:39:37.85,+07:14:14.4,0.94,0.62,18.0,,,,
6270,NGC0639,01:38:59.05,-29:55:31.2,1.04,0.3,32.0,,,,
6271,NGC0640,01:39:24.88,-09:24:04.2,0.76,0.43,147.0,,,,
6272,NGC0641,01:38:39.23,-42:31:39.1,1.82,1.68,80.0,,,,
6273,NGC0642,01:39:06.33,-29:54:53.6,1.8,1.09,18.0,,,,
6274,NGC0643,01:35:01.43,-75:33:24.7,2.2,2.2,,,,,
6275,NGC0643A,01:30:38.49,-76:03:16.2,,,,,,,
6276,NGC0643B,01:39:12.73,-75:00:40.0,1.75,0.47,116.0,,,,
6277,NGC0643C,01:41:49.13,-75:16:05.2,1.4,0.23,153.0,,,,
6278,NGC0644,01:38:52.96,-42:35:07.0,1.3,0.68,154.0,,,,
6279,NGC0645,01:40:08.70,+05:43:36.1,2.29,0.68,120.0,,,,
6280,NGC0646,01:37:25.50,-64:53:47.0,1.51,1.02,121.0,,,,
6281,NGC0646 NED01,01:37:21.12,-64:53:41.5,1.23,0.97,127.0,,,,
6282,NGC0646 NED02,01:37:29.89,-64:53:46.6,0.6,0.45,64.0,,,,
6283,NGC0647,01:39:56.19,-09:14:32.6,1.27,0.98,19.0,,,,
6284,NGC0648,01:38:39.79,-17:49:52.3,1.09,0.63,118.0,,,0146,
6285,NGC0649,01:40:07.45,-09:16:19.6,1.07,0.39,22.0,,,,
6286,NGC0650,01:42:19.69,+51:34:31.7,1.12,,,76.0,0651,,"Barbell Nebula,Cork Nebula,Little Dumbbell Nebula"
6287,NGC0651,01:42:19.69,+51:34:31.7,,,,,0650,,
6288,NGC0652,01:40:43.28,+07:58:58.5,0.94,0.51,52.0,,,,
6289,NGC0653,01:42:25.74,+35:38:18.0,1.49,0.23,40.0,,,,
6290,NGC0654,01:43:59.43,+61:52:57.8,6.3,,,,,,
6291,NGC0655,01:41:55.13,-13:04:54.3,1.12,0.65,88.0,,,,
6292,NGC0656,01:42:27.24,+26:08:35.0,1.27,1.08,32.0,,,,
6293,NGC0657,01:43:20.80,+55:50:11.0,3.0,,,,,,
6294,NGC0658,01:42:09.66,+12:36:06.8,1.48,0.89,21.0,,,,
6295,NGC0659,01:44:22.99,+60:40:09.0,4.2,,,,,,
6296,NGC0660,01:43:02.40,+13:38:42.2,4.57,1.69,13.0,,,,
6297,NGC0661,01:44:14.62,+28:42:21.3,1.91,1.4,56.0,,,,
6298,NGC0662,01:44:35.45,+37:41:44.8,0.81,0.55,13.0,,,,
6299,NGC0663,01:46:16.05,+61:13:05.5,6.0,,,,,,
6300,NGC0664,01:43:45.81,+04:13:22.4,1.19,0.93,70.0,,,,
6301,NGC0665,01:44:56.10,+10:25:22.9,1.62,0.95,119.0,,,,
6302,NGC0666,01:46:06.20,+34:22:28.3,0.77,0.52,81.0,,,,
6303,NGC0667,01:44:56.68,-22:55:08.2,0.71,0.57,83.0,,,,
6304,NGC0668,01:46:22.67,+36:27:37.1,1.2,0.82,32.0,,,,
6305,NGC0669,01:47:16.15,+35:33:47.9,2.34,0.57,36.0,,,,
6306,NGC0670,01:47:24.85,+27:53:08.7,2.18,0.74,171.0,,,,
6307,NGC0671,01:46:59.17,+13:07:30.4,1.08,0.43,56.0,,,,
6308,NGC0672,01:47:54.52,+27:25:58.0,7.01,2.71,69.0,,,,
6309,NGC0673,01:48:22.44,+11:31:16.7,1.77,1.3,1.0,,,,
6310,NGC0674,01:51:17.57,+22:21:28.7,3.81,1.26,105.0,,0697,,
6311,NGC0675,01:49:08.61,+13:03:35.6,1.04,0.44,101.0,,,,
6312,NGC0676,01:48:57.31,+05:54:27.1,2.75,0.69,173.0,,,,
6313,NGC0677,01:49:14.06,+13:03:19.3,1.81,1.81,35.0,,,,
6314,NGC0678,01:49:24.86,+21:59:50.3,3.08,0.77,78.0,,,,
6315,NGC0679,01:49:43.78,+35:47:08.3,1.32,1.0,85.0,,,,
6316,NGC0680,01:49:47.29,+21:58:15.1,1.69,1.56,160.0,,,,
6317,NGC0681,01:49:10.83,-10:25:35.1,2.47,1.77,66.0,,,,
6318,NGC0682,01:49:04.60,-14:58:29.4,0.74,0.25,115.0,,,,
6319,NGC0683,01:49:46.69,+11:42:04.7,0.66,0.6,50.0,,,,
6320,NGC0684,01:50:14.02,+27:38:44.4,2.95,0.82,90.0,,,0165,
6321,NGC0685,01:47:42.81,-52:45:42.5,3.01,2.3,62.0,,,,
6322,NGC0686,01:48:56.14,-23:47:53.3,1.34,1.06,5.0,,,,
6323,NGC0687,01:50:33.24,+36:22:14.9,1.27,1.16,90.0,,,,
6324,NGC0688,01:50:44.18,+35:17:04.3,0.89,0.38,153.0,,,,
6325,NGC0689,01:49:51.77,-27:27:59.8,1.07,0.66,70.0,,,,
6326,NGC0690,01:47:48.08,-16:43:19.2,1.1,0.7,158.0,,,,
6327,NGC0691,01:50:41.72,+21:45:35.7,2.68,1.85,92.0,,,,
6328,NGC0692,01:48:41.99,-48:38:54.6,1.95,1.41,84.0,,,,
6329,NGC0693,01:50:30.85,+06:08:42.8,2.11,1.09,106.0,,,,
6330,NGC0694,01:50:58.49,+21:59:51.0,0.57,0.34,163.0,,,,
6331,NGC0695,01:51:14.24,+22:34:56.5,0.48,0.42,51.0,,,,
6332,NGC0696,01:49:31.26,-34:54:18.6,1.8,0.72,25.0,,,,
6333,NGC0697,01:51:17.57,+22:21:28.7,,,,,0674,,
6334,NGC0698,01:49:43.70,-34:49:51.9,0.93,0.79,170.0,,,,
6335,NGC0699,01:50:43.68,-12:02:08.4,1.4,0.37,132.0,,,,
6336,NGC0700,01:52:16.84,+36:02:12.2,0.48,0.4,41.0,,,,
6337,NGC0701,01:51:03.84,-09:42:09.4,2.24,1.11,49.0,,,,
6338,NGC0702,01:51:18.80,-04:03:07.0,1.6,,,,,,
6339,NGC0702 NED01,01:51:18.39,-04:02:57.0,0.38,0.17,95.0,,,,
6340,NGC0702 NED02,01:51:19.19,-04:03:21.4,1.03,0.72,136.0,,,,
6341,NGC0703,01:52:39.60,+36:10:17.1,0.99,0.69,48.0,,,,
6342,NGC0704,01:52:38.60,+36:07:27.0,1.5,,,,,,
6343,NGC0704A,01:52:39.98,+36:07:15.4,0.55,0.39,105.0,,,,
6344,NGC0704B,01:52:37.70,+36:07:36.5,1.1,0.69,139.0,,0704,,
6345,NGC0705,01:52:41.52,+36:08:38.4,1.44,0.69,112.0,,,,
6346,NGC0706,01:51:50.53,+06:17:48.8,1.29,1.06,153.0,,,,
6347,NGC0707,01:51:27.10,-08:30:19.3,1.31,0.73,82.0,,,,
6348,NGC0708,01:52:46.48,+36:09:06.6,2.56,1.23,38.0,,,,
6349,NGC0709,01:52:50.62,+36:13:24.4,0.72,0.36,128.0,,,,
6350,NGC0710,01:52:53.94,+36:03:10.4,1.04,0.67,29.0,,,,
6351,NGC0711,01:52:27.76,+17:30:45.6,1.1,0.48,17.0,,,,
6352,NGC0712,01:53:08.44,+36:49:11.5,1.08,0.71,83.0,,,,
6353,NGC0713,01:55:21.53,-09:05:01.5,1.15,0.28,95.0,,,,
6354,NGC0714,01:53:29.65,+36:13:16.7,1.46,0.35,111.0,,,,
6355,NGC0715,01:53:12.52,-12:52:22.2,0.88,0.36,177.0,,,,
6356,NGC0716,01:52:59.68,+12:42:30.5,1.31,0.52,59.0,,,1743,
6357,NGC0717,01:53:55.11,+36:13:45.9,1.31,0.23,115.0,,,,
6358,NGC0718,01:53:13.30,+04:11:45.0,2.75,2.46,36.0,,,,
6359,NGC0719,01:53:38.84,+19:50:25.5,1.01,0.71,157.0,,,1744,
6360,NGC0720,01:53:00.50,-13:44:19.2,4.49,2.37,142.0,,,,
6361,NGC0721,01:54:45.46,+39:23:00.7,1.4,0.83,124.0,,,,
6362,NGC0722,01:54:46.95,+20:41:53.6,1.13,0.47,137.0,,,,
6363,NGC0723,01:53:45.68,-23:45:27.9,1.34,1.04,135.0,,0724,,
6364,NGC0724,01:53:45.68,-23:45:27.9,,,,,0723,,
6365,NGC0725,01:52:35.49,-16:31:04.1,0.89,0.55,77.0,,,,
6366,NGC0726,01:55:31.87,-10:47:59.3,1.08,0.44,104.0,,,,
6367,NGC0727,01:53:49.38,-35:51:22.2,1.18,0.62,74.0,,0729,,
6368,NGC0728,01:55:01.44,+04:13:21.3,,,,,,,
6369,NGC0729,01:53:49.38,-35:51:22.2,,,,,0727,,
6370,NGC0730,01:55:18.00,+05:38:11.0,,,,,,,
6371,NGC0731,01:54:56.21,-09:00:38.9,1.7,1.5,156.0,,0757,,
6372,NGC0732,01:56:27.71,+36:48:08.0,0.98,0.57,12.0,,,,
6373,NGC0733,01:56:33.89,+33:03:19.1,,,,,,,
6374,NGC0734,01:53:28.74,-16:59:44.5,0.75,0.4,60.0,,,,
6375,NGC0735,01:56:37.98,+34:10:36.4,1.6,0.41,136.0,,,,
6376,NGC0736,01:56:40.87,+33:02:36.6,1.83,1.64,130.0,,,,
6377,NGC0737,01:56:40.80,+33:02:56.1,,,,,,,
6378,NGC0738,01:56:45.69,+33:03:30.0,0.35,0.31,,,,,
6379,NGC0739,01:56:54.69,+33:16:00.1,0.81,0.52,133.0,,,,
6380,NGC0740,01:56:54.87,+33:00:54.6,1.57,0.34,138.0,,,,
6381,NGC0741,01:56:21.03,+05:37:44.2,2.83,2.33,93.0,,,1751,
6382,NGC0742,01:56:24.17,+05:37:36.1,0.19,0.19,,,,,
6383,NGC0743,01:58:31.29,+60:09:58.7,5.4,,,,,,
6384,NGC0744,01:58:29.92,+55:28:28.6,11.7,,,,,,
6385,NGC0745,01:54:08.66,-56:41:26.7,1.8,,,,,,
6386,NGC0745 NED01,01:54:07.72,-56:41:37.2,1.75,1.11,36.0,,0745S,,
6387,NGC0745 NED02,01:54:07.61,-56:41:14.5,0.11,0.11,0.0,,,,
6388,NGC0745 NED03,01:54:11.33,-56:41:07.7,1.13,0.41,104.0,,,,
6389,NGC0746,01:57:51.01,+44:55:06.9,1.82,1.29,86.0,,,,
6390,NGC0747,01:57:30.45,-09:27:44.5,1.15,0.59,177.0,,,,
6391,NGC0748,01:56:21.80,-04:28:03.5,2.56,1.02,146.0,,,,
6392,NGC0749,01:55:41.12,-29:55:20.4,2.07,1.27,109.0,,,,
6393,NGC0750,01:57:32.73,+33:12:33.4,1.48,1.41,170.0,,,,
6394,NGC0751,01:57:32.99,+33:12:11.1,1.64,1.3,139.0,,,,
6395,NGC0752,01:57:34.82,+37:50:00.2,39.0,,,,,,
6396,NGC0753,01:57:42.20,+35:54:58.0,1.38,0.87,131.0,,,,
6397,NGC0754,01:54:20.84,-56:45:39.8,0.61,0.57,80.0,,,,
6398,NGC0755,01:56:22.68,-09:03:41.1,2.87,0.9,53.0,,0764,,
6399,NGC0756,01:54:29.05,-16:42:25.8,0.67,0.48,25.0,,,,
6400,NGC0757,01:54:56.21,-09:00:38.9,,,,,0731,,
6401,NGC0758,01:55:42.14,-03:03:59.3,0.77,0.61,95.0,,,,
6402,NGC0759,01:57:50.33,+36:20:35.2,1.12,1.06,10.0,,,,
6403,NGC0760,01:57:47.40,+33:21:19.4,,,,,,,
6404,NGC0761,01:57:49.59,+33:22:37.7,1.48,0.51,145.0,,,,
6405,NGC0762,01:56:57.79,-05:24:10.3,1.24,1.09,35.0,,,,
6406,NGC0763,01:56:22.68,-09:03:41.1,,,,,0755,,
6407,NGC0764,01:57:03.27,-16:03:45.0,,,,,,,
6408,NGC0765,01:58:48.00,+24:53:32.9,2.62,2.62,25.0,,,,
6409,NGC0766,01:58:41.95,+08:20:47.9,1.81,1.11,27.0,,,,
6410,NGC0767,01:58:50.80,-09:35:13.7,1.27,0.35,164.0,,,,
6411,NGC0768,01:58:40.93,+00:31:45.2,1.56,0.59,29.0,,,,
6412,NGC0769,01:59:35.90,+30:54:35.7,0.85,0.49,70.0,,,,
6413,NGC0770,01:59:13.64,+18:57:16.8,0.91,0.62,15.0,,,,
6414,NGC0771,02:03:26.59,+72:25:15.2,,,,,,,
6415,NGC0772,01:59:19.58,+19:00:27.1,4.57,2.52,131.0,,,,
6416,NGC0773,01:58:52.00,-11:30:52.7,1.38,0.72,178.0,,,,
6417,NGC0774,01:59:34.73,+14:00:29.5,1.28,1.06,164.0,,,,
6418,NGC0775,01:58:32.67,-26:17:37.4,1.69,1.28,162.0,,,,
6419,NGC0776,01:59:54.49,+23:38:39.8,1.35,1.29,135.0,,,,
6420,NGC0777,02:00:14.90,+31:25:46.5,2.75,2.06,148.0,,,,
6421,NGC0778,02:00:19.44,+31:18:46.9,1.05,0.46,150.0,,,,
6422,NGC0779,01:59:42.28,-05:57:47.5,1.35,0.58,160.0,,,,
6423,NGC0780,02:00:35.18,+28:13:30.5,1.65,0.81,171.0,,,,
6424,NGC0781,02:00:08.96,+12:39:22.0,1.47,0.41,12.0,,,,
6425,NGC0782,01:57:40.38,-57:47:24.6,2.45,2.03,41.0,,,,
6426,NGC0783,02:01:06.61,+31:52:56.9,1.38,0.75,63.0,,,1765,
6427,NGC0784,02:01:16.93,+28:50:14.1,4.17,1.07,1.0,,,,
6428,NGC0785,02:01:40.00,+31:49:35.4,1.6,0.9,77.0,,,1766,
6429,NGC0786,02:01:24.72,+15:38:47.5,0.79,0.64,150.0,,,,
6430,NGC0787,02:00:48.62,-09:00:09.3,1.87,1.3,91.0,,,,
6431,NGC0788,02:01:06.45,-06:48:55.9,1.74,1.42,108.0,,,,
6432,NGC0789,02:02:26.01,+32:04:20.1,0.69,0.48,4.0,,,,
6433,NGC0790,02:01:21.60,-05:22:15.5,1.38,1.21,142.0,,,,
6434,NGC0791,02:01:44.22,+08:29:59.8,1.49,1.49,5.0,,,,
6435,NGC0792,02:02:15.33,+15:42:43.9,1.27,0.67,130.0,,,,
6436,NGC0793,02:02:54.54,+31:58:50.6,,,,,,,
6437,NGC0794,02:02:29.33,+18:22:22.8,1.22,0.96,53.0,,,0191,
6438,NGC0795,01:59:49.36,-55:49:27.0,1.28,0.77,138.0,,,,
6439,NGC0796,01:56:43.75,-74:13:12.0,1.2,1.1,110.0,,,,
6440,NGC0797,02:03:26.30,+38:06:52.0,1.8,,,,,,
6441,NGC0797 NED01,02:03:24.55,+38:06:44.0,0.48,0.33,135.0,,,,
6442,NGC0797 NED02,02:03:27.94,+38:07:01.0,1.21,1.06,75.0,,,,
6443,NGC0798,02:03:19.60,+32:04:39.1,1.19,0.44,136.0,,,,
6444,NGC0799,02:02:12.34,-00:06:02.3,1.71,1.44,35.0,,,,
6445,NGC0800,02:02:11.85,-00:07:49.6,1.08,0.79,11.0,,,,
6446,NGC0801,02:03:44.83,+38:15:31.4,2.76,0.59,151.0,,,,
6447,NGC0802,01:59:06.00,-67:52:12.5,0.9,0.59,153.0,,,,
6448,NGC0803,02:03:44.70,+16:01:51.5,2.67,0.92,10.0,,,,
6449,NGC0804,02:04:02.11,+30:49:58.3,1.27,0.33,8.0,,,1773,
6450,NGC0805,02:04:29.57,+28:48:44.4,1.05,0.68,110.0,,,,
6451,NGC0806,02:03:31.15,-09:56:00.1,1.35,0.38,59.0,,,,
6452,NGC0807,02:04:55.66,+28:59:14.8,1.71,1.08,142.0,,,,
6453,NGC0808,02:03:56.60,-23:18:41.8,1.31,0.62,12.0,,,,
6454,NGC0809,02:04:18.97,-08:44:07.1,1.11,0.86,173.0,,,,
6455,NGC0810,02:05:28.90,+13:15:05.0,1.4,,,,,,
6456,NGC0810 NED01,02:05:28.51,+13:15:04.4,1.4,0.88,31.0,,,,
6457,NGC0810 NED02,02:05:29.29,+13:15:03.5,0.98,0.65,3.0,,,,
6458,NGC0811,02:04:34.84,-10:06:30.5,0.99,0.46,48.0,,,,
6459,NGC0812,02:06:51.50,+44:34:22.5,2.74,0.97,161.0,,,,
6460,NGC0813,02:01:36.07,-68:26:21.1,1.42,0.95,98.0,,,,
6461,NGC0814,02:10:37.63,-15:46:24.9,1.32,0.59,7.0,,,,
6462,NGC0815,02:10:39.40,-15:48:46.0,0.4,,,,,,
6463,NGC0815 NED01,02:10:39.20,-15:48:44.7,0.15,0.13,121.0,,,,
6464,NGC0815 NED02,02:10:39.51,-15:48:48.2,0.45,0.35,70.0,,,,
